detection_idx,pulse_index,pulse_time_s,hemisphere,detection_channel,ch2_amplitude,ch2_relevant,ch4_amplitude,ch4_relevant,ch7_amplitude,ch7_relevant,ch8_amplitude,ch8_relevant,ch9_amplitude,ch9_relevant,ch11_amplitude,ch11_relevant
168,1264579,632.2895,healthy,2,3.7260660846697,True,2.8142619613874014,True,3.7416774551502554,True,1.9149897400005078,False,3.96808918339024,False,9.730368913178452,False
169,1293882,646.941,healthy,2,4.038957393978466,True,2.2249094277791515,True,5.708604852183733,True,2.7917778574372774,False,3.613608456743664,False,8.993831936151436,False
170,1298027,649.0135,healthy,2,16.22605899815037,True,27.139426487723455,True,365.47056891835234,True,58.31277663039994,False,25.097035136711266,False,78.70957651479708,False
171,1305323,652.6615,healthy,2,16.97142868871144,True,20.97128478152659,True,466.185805932179,True,55.79462829964631,False,23.401336573669457,False,63.902438665159224,False
172,1310020,655.01,healthy,2,17.254439321443336,True,20.548194921653952,True,14.964003515500396,True,51.631758466289355,False,21.19255861931544,False,64.38128355423932,False
173,1314214,657.107,healthy,2,23.95286143704004,True,25.737787477120854,True,444.185600671808,True,47.93543450694753,False,28.210405470772997,False,48.71911715609589,False
174,1320522,660.261,healthy,2,16.677838965040408,True,24.192166572492056,True,209.90784102050463,True,50.41257418738176,False,20.389554596228827,False,46.26081320010145,False
175,1324584,662.292,healthy,2,17.43842811203119,True,31.38313917461972,True,145.00076755093298,True,55.18286027206399,False,23.49142295739152,False,54.613614183591544,False
176,1329433,664.7165,healthy,2,19.511654008784667,True,27.84648028746627,True,245.39579437827155,True,57.43167692900877,False,24.350756191423063,False,66.97205222404897,False
177,1351969,675.9845,healthy,2,15.782709591180533,True,24.443372542105532,True,535.092838007316,True,44.17075622347612,False,28.233253258284883,False,54.59321593102199,False
178,1358215,679.1075,healthy,2,17.008206738721157,True,21.723927010578347,True,64.82662891299486,True,49.9890059460906,False,26.633033264789113,False,77.05921388594632,False
179,1364073,682.0365,healthy,2,18.478875062070614,True,30.814078714325106,True,61.98707115881368,True,47.23303000374945,False,22.63690032628481,False,55.655929790361654,False
180,1370084,685.042,healthy,2,16.896928644267422,True,27.62890143956041,True,128.9151891650535,True,54.00657059344594,False,23.45585205647179,False,54.117955852053925,False
181,1387224,693.612,healthy,2,16.786189238994417,True,22.716656993171398,True,120.38729552193213,True,49.369570004759,False,24.364962831488583,False,43.434909739092596,False
182,1390033,695.0165,stroke,11,3.1785118228810565,False,2.535972729757997,False,3.043491272431229,False,2.4734195519511717,True,4.3608287389954805,True,7.0360357120347,True
