detection_idx,pulse_index,pulse_time_s,phase,detection_channel,ch130_amplitude,ch130_relevant,ch132_amplitude,ch132_relevant,ch135_amplitude,ch135_relevant,ch136_amplitude,ch136_relevant,ch137_amplitude,ch137_relevant,ch139_amplitude,ch139_relevant
147,1791441,895.7205,stroke,136,3.9075406262589394e-05,False,72.43379434087305,False,72.28304459924874,False,56.673076502960605,True,79.45510378846444,True,5.065850600734263,True
148,1843245,921.6225,stroke,136,3.627247154906406e-05,False,4082.4558063153095,False,4034.746153167823,False,462.2691992014703,True,4100.126617868498,True,437.2010151087767,True
149,1850166,925.083,stroke,136,4.161750209732196e-05,False,4495.426117444547,False,4486.236346843445,False,498.9361072949153,True,4486.384625316698,True,383.77842069004294,True
150,1864185,932.0925,stroke,136,3.936237945325963e-05,False,4498.085114183794,False,4481.291368075271,False,537.0098481441514,True,4494.524982072288,True,1004.2846920125676,True
151,1876047,938.0235,stroke,136,3.93623794518904e-05,False,4317.184058619273,False,4280.54582357282,False,492.53352275160216,True,4324.986725352816,True,588.3348768673206,True
152,1883245,941.6225,stroke,136,3.627247154906406e-05,False,4402.996247960743,False,4399.894711242334,False,506.4167852739416,True,4375.39912736504,True,368.9282017664019,True
153,1887370,943.685,stroke,136,3.9578485666547756e-05,False,4283.322891025339,False,4246.55366228495,False,507.0313891608204,True,4294.291902169882,True,525.2490743807258,True
154,1898852,949.426,stroke,136,4.477467519324594e-05,False,62.93838453793214,False,70.60424945049603,False,37.07629117212947,True,63.87825449194032,True,18.420631883562898,True
155,1918206,959.103,stroke,136,4.018099448801701e-05,False,54.972289823652446,False,51.48218512511055,False,20.86282404611133,True,54.4644735320644,True,5.242211257618024,True
156,1934219,967.1095,stroke,136,4.018099448801701e-05,False,6056.217626683766,False,6042.201714586224,False,579.0189349135358,True,6034.332012356032,True,833.1226462055233,True
157,1940120,970.06,stroke,136,4.477467519444883e-05,False,5515.00900905852,False,5485.895340900143,False,567.4361419664384,True,5487.595158461631,True,821.8159230353738,True
158,1945982,972.991,stroke,136,3.6272471548055704e-05,False,5274.590127657298,False,5222.550916122047,False,560.8523709972919,True,5271.269718476876,True,642.9491375394739,True
159,1952100,976.05,stroke,136,4.0180994488321566e-05,False,5323.111540256877,False,5281.066820900286,False,549.7746742102388,True,5334.453129254914,True,514.0246475699253,True
160,1958796,979.398,stroke,136,3.621556634676034e-05,False,5296.309964188318,False,5268.601910409491,False,548.9745114955307,True,5320.980768025418,True,313.5935969067366,True
161,1968517,984.2585,stroke,136,3.936237945493681e-05,False,69.04548069449659,False,77.41903197881743,False,36.28775937267811,True,67.467771679124,True,39.21731052560966,True
162,1973619,986.8095,stroke,136,3.93623794518904e-05,False,299.34443170918075,False,263.33712516390676,False,47.098772308384554,True,277.6476553633855,True,23.110436626373268,True
163,1978949,989.4745,stroke,136,3.6215566347962754e-05,False,95.48984879757617,False,96.21245717265182,False,69.30355699596402,True,93.44090394833151,True,37.085851677714786,True
