detection_idx,pulse_index,pulse_time_s,phase,detection_channel,ch130_amplitude,ch130_relevant,ch132_amplitude,ch132_relevant,ch135_amplitude,ch135_relevant,ch136_amplitude,ch136_relevant,ch137_amplitude,ch137_relevant,ch139_amplitude,ch139_relevant
63,3485668,1742.834,stroke,-1,1284.511238099669,False,9531.324290657432,False,9473.262811830351,False,571.2631260304689,True,9451.340053772485,True,146.38721178902557,True
64,3504879,1752.4395,stroke,-1,12521.819689830008,False,7124.683107502301,False,7106.468474158944,False,418.0607687749647,True,7174.879220000063,True,123.35373666083012,True
65,3520731,1760.3655,stroke,-1,0.0012851684713951162,False,8703.488244442007,False,8654.88914790507,False,50.03909440709485,True,8579.906723851069,True,129.51154723542584,True
66,3590204,1795.102,stroke,-1,3621.611364815755,False,11316.436755956436,False,11259.601031617578,False,573.5649543420195,True,11208.244529957401,True,146.0642164094606,True
67,3608991,1804.4955,stroke,-1,35879.2864111798,False,11073.325502416097,False,11006.42031080933,False,1147.8010027653443,True,11092.878436675583,True,138.9866405118894,True
68,3621339,1810.6695,stroke,-1,3741.358493187228,False,10778.41595564901,False,10692.308482631659,False,2319.4465830585714,True,10749.616872143608,True,147.67894025538834,True
69,3703875,1851.9375,stroke,-1,1451.6061669101578,False,10583.490231061343,False,10517.174710668776,False,549.6081474957741,True,10412.702130113166,True,160.13424605380666,True
70,3734204,1867.102,stroke,-1,5983.460682621984,False,9597.668374817456,False,9552.732775500772,False,764.3328551967478,True,9618.129061382444,True,148.2255276970854,True
71,3754809,1877.4045,stroke,-1,17119.57486676961,False,12639.475736484022,False,12552.354444199249,False,414.3135567024191,True,12494.29266843873,True,165.53228642979684,True
72,3780034,1890.017,stroke,-1,2542.179340120708,False,13330.719346499603,False,13223.285147522787,False,2386.8915313092584,True,13309.018463218299,True,158.47037548593272,True
73,3799099,1899.5495,stroke,-1,4148.89107296082,False,13418.62960860143,False,13282.724821760972,False,1011.0449768131226,True,13339.954705413187,True,176.52200314999612,True
74,3811474,1905.737,stroke,-1,5.740376930355391e-05,False,11379.645651994753,False,11347.332551523872,False,3533.9254522937795,True,11370.226022818013,True,140.0589692934123,True
75,3824558,1912.279,stroke,-1,937.9598986653488,False,10412.312832717062,False,10375.17349338455,False,3350.7680695699937,True,10366.15349351675,True,152.02569456154794,True
76,3861193,1930.5965,stroke,-1,6.649924940125281e-05,False,1689.0272955823302,False,1705.2086705411664,False,21.92591158532565,True,1767.5597521355762,True,12.435120072655046,True
77,3874587,1937.2935,stroke,-1,2.0854241023005628e-05,False,3.915900333465881e-05,False,9.027873299812253e-06,False,171.01820726930544,True,3.6666186512212024e-05,True,72.29691249968268,True
78,3891548,1945.774,stroke,-1,1.404962967316857e-05,False,10823.595873117769,False,10812.749546490782,False,5.357813504263991,True,10935.242839446466,True,77.66623354108964,True
79,3906365,1953.1825,stroke,-1,2.4998928870459607e-05,False,957.1813101460073,False,957.4966422051104,False,4.229157514048536,True,968.0767161191552,True,22.829869053284092,True
80,5030323,2515.1615,stroke,-1,0.0658314739505595,False,2.630706744029146e-05,False,4.059160093260829e-05,False,34526.90764926092,True,3.9645091774670793e-05,True,456.2601198608642,True
81,5069905,2534.9525,stroke,-1,6.556982202344263,False,2.7496814321423263e-05,False,4.281752111062478e-05,False,250.9795366826823,True,3.897096138861229e-05,True,23988.51410574459,True
82,5213430,2606.715,stroke,-1,1722.4781277105512,False,2.6199856632152092e-05,False,4.47639494325484e-05,False,385.61627914482676,True,4.0090763619875846e-05,True,677.0366426053522,True
